Time,Signal_uV
5.6015625,-0.245
5.609375,-0.215
5.6171875,-0.195
5.625,-0.225
5.6328125,-0.405
5.640625,-0.015
5.6484375,1.265
5.65625,2.255
5.6640625,2.315
5.671875,0.315
5.6796875,-0.785
5.6875,-0.585
5.6953125,-0.295
5.703125,-0.255
5.7109375,-0.245
5.71875,-0.225
5.7265625,-0.275
5.734375,-0.155
5.7421875,-0.215
5.75,-0.215
5.7578125,-0.195
5.765625,-0.155
5.7734375,-0.175
5.78125,-0.165
5.7890625,-0.125
5.796875,-0.165
5.8046875,-0.065
5.8125,-0.105
5.8203125,-0.025
5.828125,0.005
5.8359375,-0.045
5.84375,0.085
5.8515625,0.135
5.859375,0.195
5.8671875,0.175
5.875,0.305
5.8828125,0.335
5.890625,0.355
5.8984375,0.335
5.90625,0.265
5.9140625,0.175
5.921875,0.135
5.9296875,0.035
5.9375,-0.015
5.9453125,-0.085
5.953125,-0.085
5.9609375,-0.085
5.96875,-0.125
5.9765625,-0.125
5.984375,-0.115
5.9921875,-0.135
6,-0.095
6.0078125,-0.145
6.015625,-0.065
6.0234375,-0.065
6.03125,-0.105
6.0390625,-0.105
6.046875,-0.085
6.0546875,-0.055
6.0625,-0.105
6.0703125,-0.095
6.078125,-0.025
6.0859375,-0.085
6.09375,-0.035
6.1015625,-0.045
6.109375,-0.005
6.1171875,-0.025
6.125,-0.005
6.1328125,-0.045
6.140625,-0.025
6.1484375,-0.055
6.15625,-0.055
6.1640625,-0.065
6.171875,-0.035
6.1796875,-0.025
6.1875,-0.025
6.1953125,-0.015
6.203125,0.015
6.2109375,-0.005
6.21875,0.005
6.2265625,0.035
6.234375,0.045
6.2421875,0.025
6.25,0.055
6.2578125,0.165
6.265625,0.215
6.2734375,0.265
6.28125,0.155
6.2890625,0.155
6.296875,0.195
6.3046875,0.225
6.3125,0.215
6.3203125,0.225
6.328125,0.195
6.3359375,0.175
6.34375,0.145
6.3515625,0.115
6.359375,0.075
6.3671875,0.085
6.375,0.085
6.3828125,0.095
6.390625,0.105
6.3984375,0.115
6.40625,0.115
6.4140625,0.085
6.421875,0.035
6.4296875,0.455
6.4375,1.235
6.4453125,1.735
6.453125,1.495
6.4609375,0.225
6.46875,-0.225
6.4765625,-0.055
6.484375,0.065
6.4921875,0.075
6.5,0.085
6.5078125,0.085
6.515625,0.085
6.5234375,0.055
6.53125,0.075
6.5390625,0.065
6.546875,0.095
6.5546875,0.085
6.5625,0.095
6.5703125,0.085
6.578125,0.095
6.5859375,0.125
6.59375,0.165
6.6015625,0.105
6.609375,0.115
6.6171875,0.145
6.625,0.165
6.6328125,0.175
6.640625,0.245
6.6484375,0.315
6.65625,0.365
6.6640625,0.385
6.671875,0.445
6.6796875,0.425
6.6875,0.395
6.6953125,0.375
6.703125,0.295
6.7109375,0.235
6.71875,0.145
6.7265625,0.085
6.734375,0.025
6.7421875,-0.015
6.75,-0.065
6.7578125,-0.085
6.765625,-0.075
6.7734375,-0.045
6.78125,-0.055
6.7890625,-0.035
6.796875,-0.075
6.8046875,-0.035
6.8125,-0.065
6.8203125,-0.055
6.828125,-0.115
6.8359375,-0.075
6.84375,-0.045
6.8515625,-0.055
6.859375,-0.015
6.8671875,0.005
6.875,-0.015
6.8828125,0.015
6.890625,-0.005
6.8984375,-0.025
6.90625,-0.005
6.9140625,0.015
6.921875,-0.015
6.9296875,-0.015
6.9375,0.005
6.9453125,0.025
6.953125,0.025
6.9609375,0.025
6.96875,0.045
6.9765625,0.015
6.984375,0.025
6.9921875,0.075
7,0.075
7.0078125,0.075
7.015625,0.105
7.0234375,0.095
7.03125,0.105
7.0390625,0.185
7.046875,0.195
7.0546875,0.205
7.0625,0.195
7.0703125,0.185
7.078125,0.215
7.0859375,0.235
7.09375,0.235
7.1015625,0.235
7.109375,0.165
7.1171875,0.115
7.125,0.125
7.1328125,0.075
7.140625,0.055
7.1484375,0.065
7.15625,0.075
7.1640625,0.055
7.171875,0.075
7.1796875,0.055
7.1875,0.035
7.1953125,-0.075
7.203125,0.085
7.2109375,0.855
7.21875,1.555
7.2265625,1.625
7.234375,0.375
7.2421875,-0.335
7.25,-0.305
7.2578125,-0.115
7.265625,-0.065
7.2734375,-0.065
7.28125,-0.065
7.2890625,-0.025
7.296875,-0.025
7.3046875,-0.045
7.3125,-0.065
7.3203125,-0.045
7.328125,-0.045
7.3359375,-0.025
7.34375,-0.005
7.3515625,-0.005
7.359375,-0.015
7.3671875,0.015
7.375,0.035
7.3828125,0.035
7.390625,0.045
7.3984375,0.065
7.40625,0.125
7.4140625,0.185
7.421875,0.205
7.4296875,0.255
7.4375,0.305
7.4453125,0.255
7.453125,0.325
7.4609375,0.315
7.46875,0.285
7.4765625,0.225
7.484375,0.145
7.4921875,0.075
7.5,0.035
7.5078125,0.005
7.515625,-0.015
7.5234375,-0.065
7.53125,-0.045
7.5390625,-0.055
7.546875,-0.065
7.5546875,-0.065
7.5625,-0.075
7.5703125,-0.095
7.578125,-0.065
7.5859375,-0.075
7.59375,-0.085
7.6015625,-0.095
7.609375,-0.055
7.6171875,-0.075
7.625,-0.065
7.6328125,-0.075
7.640625,-0.065
7.6484375,-0.055
7.65625,-0.055
7.6640625,-0.075
7.671875,-0.065
7.6796875,-0.075
7.6875,-0.025
7.6953125,-0.095
7.703125,-0.105
7.7109375,-0.095
7.71875,-0.105
7.7265625,-0.105
7.734375,-0.125
7.7421875,-0.105
7.75,-0.105
7.7578125,-0.095
7.765625,-0.115
7.7734375,-0.105
7.78125,-0.095
7.7890625,-0.125
7.796875,-0.125
7.8046875,-0.055
7.8125,-0.005
7.8203125,0.025
7.828125,-0.015
7.8359375,-0.025
7.84375,0.025
7.8515625,0.035
7.859375,0.025
7.8671875,-0.035
7.875,-0.085
7.8828125,-0.115
7.890625,-0.195
7.8984375,-0.245
7.90625,-0.235
7.9140625,-0.235
7.921875,-0.245
7.9296875,-0.205
7.9375,-0.185
7.9453125,-0.225
7.953125,-0.235
7.9609375,-0.365
7.96875,0.135
7.9765625,1.175
7.984375,1.985
7.9921875,1.715
8,0.025
8.0078125,-0.725
8.015625,-0.555
8.0234375,-0.335
8.03125,-0.265
8.0390625,-0.245
8.046875,-0.235
8.0546875,-0.255
8.0625,-0.225
8.0703125,-0.205
8.078125,-0.205
8.0859375,-0.225
8.09375,-0.215
8.1015625,-0.165
8.109375,-0.145
8.1171875,-0.145
8.125,-0.145
8.1328125,-0.125
8.140625,-0.085
8.1484375,-0.065
8.15625,-0.085
8.1640625,-0.035
8.171875,0.015
8.1796875,0.075
8.1875,0.125
8.1953125,0.185
8.203125,0.205
8.2109375,0.195
8.21875,0.225
8.2265625,0.235
8.234375,0.165
8.2421875,0.145
8.25,0.055
8.2578125,-0.045
8.265625,-0.095
8.2734375,-0.145
8.28125,-0.165
8.2890625,-0.205
8.296875,-0.215
8.3046875,-0.225
8.3125,-0.225
8.3203125,-0.185
8.328125,-0.245
8.3359375,-0.225
8.34375,-0.215
8.3515625,-0.255
8.359375,-0.205
8.3671875,-0.165
8.375,-0.195
8.3828125,-0.175
8.390625,-0.155
8.3984375,-0.155
8.40625,-0.155
8.4140625,-0.145
8.421875,-0.105
8.4296875,-0.175
8.4375,-0.165
8.4453125,-0.165
8.453125,-0.155
8.4609375,-0.175
8.46875,-0.205
8.4765625,-0.185
8.484375,-0.155
8.4921875,-0.195
8.5,-0.215
8.5078125,-0.205
8.515625,-0.225
8.5234375,-0.185
8.53125,-0.135
8.5390625,-0.095
8.546875,-0.095
8.5546875,-0.095
8.5625,-0.125
8.5703125,-0.105
8.578125,-0.045
8.5859375,-0.075
8.59375,-0.075
8.6015625,-0.135
8.609375,-0.205
8.6171875,-0.265
8.625,-0.305
8.6328125,-0.325
8.640625,-0.345
8.6484375,-0.325
8.65625,-0.345
8.6640625,-0.325
8.671875,-0.315
8.6796875,-0.275
8.6875,-0.365
8.6953125,-0.495
8.703125,0.085
8.7109375,1.165
8.71875,1.995
8.7265625,1.425
8.734375,-0.335
8.7421875,-0.835
8.75,-0.635
8.7578125,-0.425
8.765625,-0.355
8.7734375,-0.355
8.78125,-0.355
8.7890625,-0.315
8.796875,-0.275
8.8046875,-0.315
8.8125,-0.305
8.8203125,-0.295
8.828125,-0.295
8.8359375,-0.255
8.84375,-0.255
8.8515625,-0.245
8.859375,-0.165
8.8671875,-0.195
8.875,-0.185
8.8828125,-0.155
8.890625,-0.135
8.8984375,-0.085
8.90625,-0.045
8.9140625,0.005
8.921875,0.065
8.9296875,0.115
8.9375,0.165
8.9453125,0.195
8.953125,0.215
8.9609375,0.185
8.96875,0.155
8.9765625,0.085
8.984375,0.005
8.9921875,-0.065
9,-0.095
9.0078125,-0.175
9.015625,-0.175
9.0234375,-0.225
9.03125,-0.225
9.0390625,-0.255
9.046875,-0.255
9.0546875,-0.265
9.0625,-0.235
9.0703125,-0.215
9.078125,-0.225
9.0859375,-0.235
9.09375,-0.175
9.1015625,-0.155
9.109375,-0.125
9.1171875,-0.165
9.125,-0.125
9.1328125,-0.175
9.140625,-0.155
9.1484375,-0.165
9.15625,-0.185
9.1640625,-0.105
9.171875,-0.095
9.1796875,-0.105
9.1875,-0.165
9.1953125,-0.165
9.203125,-0.185
9.2109375,-0.205
9.21875,-0.195
9.2265625,-0.225
9.234375,-0.205
9.2421875,-0.205
9.25,-0.235
9.2578125,-0.145
9.265625,-0.115
9.2734375,-0.155
9.28125,-0.155
9.2890625,-0.175
9.296875,-0.145
9.3046875,-0.105
9.3125,-0.115
9.3203125,-0.105
9.328125,-0.205
9.3359375,-0.275
9.34375,-0.295
9.3515625,-0.365
9.359375,-0.405
9.3671875,-0.405
9.375,-0.445
9.3828125,-0.445
9.390625,-0.445
9.3984375,-0.445
9.40625,-0.395
9.4140625,-0.435
9.421875,-0.665
9.4296875,-0.105
9.4375,0.985
9.4453125,1.915
9.453125,1.565
9.4609375,-0.345
9.46875,-0.865
9.4765625,-0.885
9.484375,-0.695
9.4921875,-0.525
9.5,-0.515
9.5078125,-0.515
9.515625,-0.485
9.5234375,-0.485
9.53125,-0.515
9.5390625,-0.445
9.546875,-0.455
9.5546875,-0.425
9.5625,-0.395
9.5703125,-0.415
9.578125,-0.425
9.5859375,-0.395
9.59375,-0.375
9.6015625,-0.365
9.609375,-0.345
9.6171875,-0.305
9.625,-0.245
9.6328125,-0.215
9.640625,-0.145
9.6484375,-0.115
9.65625,-0.075
9.6640625,-0.035
9.671875,-0.035
9.6796875,-0.025
9.6875,-0.035
9.6953125,-0.035
9.703125,-0.045
9.7109375,-0.075
9.71875,-0.135
9.7265625,-0.195
9.734375,-0.215
9.7421875,-0.285
9.75,-0.285
9.7578125,-0.295
9.765625,-0.325
9.7734375,-0.275
9.78125,-0.255
9.7890625,-0.245
9.796875,-0.225
9.8046875,-0.185
9.8125,-0.165
9.8203125,-0.165
9.828125,-0.175
9.8359375,-0.175
9.84375,-0.125
9.8515625,-0.115
9.859375,-0.095
9.8671875,-0.095
9.875,-0.095
9.8828125,-0.105
9.890625,-0.105
9.8984375,-0.105
9.90625,-0.075
9.9140625,-0.095
9.921875,-0.085
9.9296875,-0.105
9.9375,-0.135
9.9453125,-0.105
9.953125,-0.155
9.9609375,-0.085
9.96875,-0.015
9.9765625,0.015
9.984375,0.025
9.9921875,-0.005
10,0.005
10.0078125,0.065
10.015625,0.055
10.0234375,0.055
10.03125,-0.015
10.0390625,-0.105
10.046875,-0.155
10.0546875,-0.175
10.0625,-0.205
10.0703125,-0.235
10.078125,-0.225
10.0859375,-0.225
10.09375,-0.185
10.1015625,-0.205
10.109375,-0.195
10.1171875,-0.185
10.125,-0.405
10.1328125,0.065
10.140625,1.285
10.1484375,2.155
10.15625,2.145
10.1640625,0.285
10.171875,-0.685
10.1796875,-0.535
10.1875,-0.255
10.1953125,-0.205
10.203125,-0.185
10.2109375,-0.205
10.21875,-0.195
10.2265625,-0.155
10.234375,-0.155
10.2421875,-0.165
10.25,-0.135
10.2578125,-0.145
10.265625,-0.145
10.2734375,-0.135
10.28125,-0.115
10.2890625,-0.095
10.296875,-0.065
10.3046875,-0.055
10.3125,-0.045
10.3203125,-0.025
10.328125,-0.045
10.3359375,-0.095
10.34375,0.025
10.3515625,0.095
10.359375,0.105
10.3671875,0.175
10.375,0.205
10.3828125,0.185
10.390625,0.175
10.3984375,0.145
10.40625,0.105
10.4140625,0.045
10.421875,-0.015
10.4296875,-0.055
10.4375,-0.095
10.4453125,-0.165
10.453125,-0.175
10.4609375,-0.165
10.46875,-0.185
10.4765625,-0.195
10.484375,-0.185
10.4921875,-0.175
10.5,-0.155
10.5078125,-0.135
10.515625,-0.145
10.5234375,-0.135
10.53125,-0.115
10.5390625,-0.115
10.546875,-0.115
10.5546875,-0.085
10.5625,-0.095
10.5703125,-0.085
10.578125,-0.075
10.5859375,-0.075
10.59375,-0.065
10.6015625,-0.055
10.609375,-0.075
10.6171875,-0.045
10.625,-0.025
10.6328125,-0.045
10.640625,-0.035
10.6484375,-0.035
10.65625,-0.025
10.6640625,-0.035
10.671875,-0.035
10.6796875,0.045
10.6875,0.095
10.6953125,0.095
10.703125,0.125
10.7109375,0.075
10.71875,0.105
10.7265625,0.165
10.734375,0.145
10.7421875,0.165
10.75,0.095
10.7578125,0.025
10.765625,-0.015
